Date,Kick Off (local),Home Team,Away Team,Venue,Home Score,Away Score,Play Off Game?,Home Odds Close,Away Odds Close,Winning Team,lat,long,Weather
2024-08-25,16:10:00,Fremantle,Port Adelaide,Optus Stadium,67,87,0,1.65,2.3,Port Adelaide,-31.9511355,115.8890382,2.0
2024-08-25,15:20:00,Carlton,St Kilda,Marvel Stadium,74,76,0,2.05,1.8,St Kilda,-37.8165647,144.9475055,0.0
2024-08-25,12:30:00,Western Bulldogs,GWS Giants,Mars Stadium,98,61,0,1.48,2.75,Western Bulldogs,-37.5386209,143.8479833,0.0
2024-08-24,19:40:00,Sydney,Adelaide,Sydney Cricket Ground,121,90,0,1.4,3.0,Sydney,-33.8915316,151.2248515,0.4
2024-08-24,19:30:00,Brisbane,Essendon,Gabba,87,67,0,1.12,6.25,Brisbane,-27.4858376,153.0380853,0.0
2024-08-24,15:20:00,Richmond,Gold Coast,MCG,66,94,0,2.5,1.54,Gold Coast,28.4594965,77.0266383,0.2
2024-08-24,13:45:00,Geelong,West Coast,GMHBA Stadium,168,75,0,1.03,12.0,Geelong,-38.1579979,144.354673,3.4
2024-08-24,12:30:00,Hawthorn,North Melbourne,UTAS Stadium,170,46,0,1.03,12.0,Hawthorn,-41.4259371,147.1391665,11.8
2024-08-23,19:40:00,Melbourne,Collingwood,MCG,57,103,0,2.05,1.8,Collingwood,28.4594965,77.0266383,0.5
2024-08-18,14:40:00,West Coast,Carlton,Optus Stadium,34,99,0,1.77,2.1,Carlton,-31.9511355,115.8890382,23.8
2024-08-18,15:20:00,Hawthorn,Richmond,MCG,131,68,0,1.08,9.0,Hawthorn,28.4594965,77.0266383,10.9
2024-08-18,13:10:00,Western Bulldogs,North Melbourne,Marvel Stadium,138,42,0,1.08,8.0,Western Bulldogs,-37.8165647,144.9475055,0.4
2024-08-17,19:00:00,Port Adelaide,Adelaide,Adelaide Oval,80,58,0,1.48,2.75,Port Adelaide,-34.9156274,138.5963065,0.6
2024-08-17,19:30:00,St Kilda,Geelong,Marvel Stadium,107,89,0,2.55,1.54,St Kilda,-37.8165647,144.9475055,3.2
2024-08-17,16:35:00,Collingwood,Brisbane,MCG,79,78,0,2.55,1.54,Collingwood,28.4594965,77.0266383,0.0
2024-08-17,13:45:00,Gold Coast,Melbourne,People First Stadium,63,117,0,1.38,3.2,Melbourne,-28.0063039,153.3671008,0.2
2024-08-17,13:45:00,GWS Giants,Fremantle,ENGIE Stadium,101,92,0,1.35,3.35,GWS Giants,-33.84306979999999,151.0676963,5.6
2024-08-16,19:40:00,Essendon,Sydney,Marvel Stadium,59,98,0,2.18,1.72,Sydney,-37.8165647,144.9475055,0.0
2024-08-11,16:10:00,Adelaide,Western Bulldogs,Adelaide Oval,111,72,0,2.75,1.48,Adelaide,-34.9156274,138.5963065,0.0
2024-08-11,15:20:00,Richmond,St Kilda,Marvel Stadium,51,99,0,4.0,1.27,St Kilda,-37.8165647,144.9475055,0.0
2024-08-11,13:10:00,Carlton,Hawthorn,MCG,38,112,0,1.833,2.02,Hawthorn,28.4594965,77.0266383,8.9
2024-08-10,19:30:00,Essendon,Gold Coast,Marvel Stadium,86,87,0,1.52,2.62,Gold Coast,-37.8165647,144.9475055,0.0
2024-08-10,19:30:00,Melbourne,Port Adelaide,MCG,51,53,0,2.9,1.44,Port Adelaide,28.4594965,77.0266383,7.1
2024-08-10,16:35:00,Fremantle,Geelong,Optus Stadium,62,73,0,1.56,2.5,Geelong,-31.9511355,115.8890382,0.2
2024-08-10,13:45:00,Brisbane,GWS Giants,Gabba,64,82,0,1.35,3.35,GWS Giants,-27.4858376,153.0380853,0.2
2024-08-10,13:45:00,North Melbourne,West Coast,Blundstone Arena,97,102,0,1.68,2.25,West Coast,-42.8772963,147.3740128,0.2
2024-08-09,19:40:00,Sydney,Collingwood,Sydney Cricket Ground,89,86,0,1.42,3.0,Sydney,-33.8915316,151.2248515,0.0
2024-08-04,16:40:00,St Kilda,Brisbane,Marvel Stadium,39,124,0,2.4,1.6,Brisbane,-37.8165647,144.9475055,0.0
2024-08-04,15:20:00,Essendon,Fremantle,MCG,90,89,0,2.3,1.65,Essendon,28.4594965,77.0266383,0.3
2024-08-04,13:10:00,GWS Giants,Hawthorn,Manuka Oval,84,82,0,1.87,1.97,GWS Giants,-35.318133,149.134662,0.0
2024-08-03,19:30:00,Collingwood,Carlton,MCG,84,81,0,2.4,1.6,Collingwood,28.4594965,77.0266383,4.1
2024-08-03,19:00:00,Port Adelaide,Sydney,Adelaide Oval,148,36,0,1.833,2.02,Port Adelaide,-34.9156274,138.5963065,1.4
2024-08-03,16:35:00,Geelong,Adelaide,GMHBA Stadium,90,85,0,1.36,3.3,Geelong,-38.1579979,144.354673,0.0
2024-08-03,13:45:00,North Melbourne,Richmond,Marvel Stadium,90,77,0,2.22,1.7,North Melbourne,-37.8165647,144.9475055,0.0
2024-08-02,18:30:00,West Coast,Gold Coast,Optus Stadium,97,87,0,3.0,1.42,West Coast,-31.9511355,115.8890382,0.2
2024-08-02,19:15:00,Western Bulldogs,Melbourne,Marvel Stadium,110,59,0,1.3,3.7,Western Bulldogs,-37.8165647,144.9475055,0.0
2024-07-28,15:40:00,Adelaide,Hawthorn,Adelaide Oval,58,124,0,2.02,1.833,Hawthorn,-34.9156274,138.5963065,0.2
2024-07-28,15:20:00,Sydney,Western Bulldogs,Sydney Cricket Ground,48,87,0,1.6,2.4,Western Bulldogs,-33.8915316,151.2248515,1.8
2024-07-28,13:10:00,Collingwood,Richmond,MCG,93,67,0,1.25,4.15,Collingwood,28.4594965,77.0266383,0.0
2024-07-27,18:10:00,Fremantle,West Coast,Optus Stadium,110,75,0,1.1,8.0,Fremantle,-31.9511355,115.8890382,2.4
2024-07-27,19:30:00,Melbourne,GWS Giants,MCG,83,85,0,1.97,1.87,GWS Giants,28.4594965,77.0266383,0.0
2024-07-27,16:35:00,Gold Coast,Brisbane,People First Stadium,65,93,0,2.1,1.77,Brisbane,-28.0063039,153.3671008,0.0
2024-07-27,16:35:00,St Kilda,Essendon,Marvel Stadium,108,55,0,2.3,1.65,St Kilda,-37.8165647,144.9475055,0.0
2024-07-27,13:45:00,North Melbourne,Geelong,Blundstone Arena,66,106,0,3.85,1.28,Geelong,-42.8772963,147.3740128,0.0
2024-07-26,19:40:00,Carlton,Port Adelaide,Marvel Stadium,65,79,0,1.63,2.35,Port Adelaide,-37.8165647,144.9475055,2.4
2024-07-21,16:40:00,Carlton,North Melbourne,Marvel Stadium,107,88,0,1.13,6.5,Carlton,-37.8165647,144.9475055,7.6
2024-07-21,13:20:00,Fremantle,Melbourne,Optus Stadium,116,66,0,1.333,3.5,Fremantle,-31.9511355,115.8890382,0.8
2024-07-21,13:10:00,Brisbane,Sydney,Gabba,79,77,0,1.8,2.05,Brisbane,-27.4858376,153.0380853,0.0
2024-07-20,19:30:00,Geelong,Western Bulldogs,GMHBA Stadium,48,95,0,1.63,2.35,Western Bulldogs,-38.1579979,144.354673,0.2
2024-07-20,19:00:00,Port Adelaide,Richmond,Adelaide Oval,116,75,0,1.07,10.0,Port Adelaide,-34.9156274,138.5963065,11.0
2024-07-20,16:35:00,Hawthorn,Collingwood,MCG,133,67,0,1.85,2.0,Hawthorn,28.4594965,77.0266383,0.0
2024-07-20,13:45:00,GWS Giants,Gold Coast,ENGIE Stadium,89,50,0,1.4,3.1,GWS Giants,-33.84306979999999,151.0676963,0.0
2024-07-20,13:45:00,St Kilda,West Coast,Marvel Stadium,113,41,0,1.12,6.75,St Kilda,-37.8165647,144.9475055,0.0
2024-07-19,19:40:00,Essendon,Adelaide,Marvel Stadium,113,115,0,1.44,2.9,Adelaide,-37.8165647,144.9475055,0.2
2024-07-14,14:40:00,West Coast,Brisbane,Optus Stadium,93,106,0,5.6,1.16,Brisbane,-31.9511355,115.8890382,0.2
2024-07-14,15:20:00,Richmond,GWS Giants,MCG,84,108,0,3.85,1.28,GWS Giants,28.4594965,77.0266383,0.0
2024-07-14,13:10:00,Gold Coast,Port Adelaide,People First Stadium,96,82,0,1.833,2.02,Gold Coast,-28.0063039,153.3671008,0.0
2024-07-13,19:00:00,Adelaide,St Kilda,Adelaide Oval,71,39,0,1.54,2.5,Adelaide,-34.9156274,138.5963065,2.8
2024-07-13,19:30:00,Melbourne,Essendon,MCG,84,67,0,2.5,1.54,Melbourne,28.4594965,77.0266383,5.5
2024-07-13,16:35:00,Western Bulldogs,Carlton,Marvel Stadium,100,86,0,2.5,1.56,Western Bulldogs,-37.8165647,144.9475055,1.0
2024-07-13,13:45:00,Hawthorn,Fremantle,UTAS Stadium,87,74,0,2.02,1.8,Hawthorn,-41.4259371,147.1391665,2.0
2024-07-13,13:45:00,Sydney,North Melbourne,Sydney Cricket Ground,138,59,0,1.05,10.0,Sydney,-33.8915316,151.2248515,0.0
2024-07-12,19:40:00,Collingwood,Geelong,MCG,71,91,0,2.15,1.75,Geelong,28.4594965,77.0266383,16.8
2024-07-07,16:10:00,Brisbane,Adelaide,Gabba,97,86,0,1.22,4.5,Brisbane,-27.4858376,153.0380853,0.2
2024-07-07,15:20:00,St Kilda,Sydney,Marvel Stadium,84,82,0,4.25,1.24,St Kilda,-37.8165647,144.9475055,0.0
2024-07-07,13:10:00,Melbourne,West Coast,MCG,112,58,0,1.17,5.4,Melbourne,28.4594965,77.0266383,0.3
2024-07-06,18:10:00,Fremantle,Richmond,Optus Stadium,105,54,0,1.07,10.0,Fremantle,-31.9511355,115.8890382,0.0
2024-07-06,19:30:00,GWS Giants,Carlton,ENGIE Stadium,116,104,0,2.4,1.6,GWS Giants,-33.84306979999999,151.0676963,3.2
2024-07-06,16:35:00,Geelong,Hawthorn,GMHBA Stadium,110,59,0,1.56,2.5,Geelong,-38.1579979,144.354673,0.0
2024-07-06,13:35:00,North Melbourne,Gold Coast,Marvel Stadium,87,83,0,3.7,1.3,North Melbourne,-37.8165647,144.9475055,0.0
2024-07-06,13:15:00,Port Adelaide,Western Bulldogs,Adelaide Oval,102,54,0,1.97,1.87,Port Adelaide,-34.9156274,138.5963065,0.0
2024-07-05,19:40:00,Collingwood,Essendon,MCG,80,92,0,1.58,2.4,Essendon,28.4594965,77.0266383,1.8
2024-06-30,14:40:00,West Coast,Hawthorn,Optus Stadium,33,94,0,2.4,1.58,Hawthorn,-31.9511355,115.8890382,0.0
2024-06-30,15:20:00,Richmond,Carlton,MCG,70,131,0,7.25,1.11,Carlton,28.4594965,77.0266383,0.0
2024-06-30,13:10:00,St Kilda,Port Adelaide,Marvel Stadium,60,62,0,1.75,2.15,Port Adelaide,-37.8165647,144.9475055,7.4
2024-06-29,19:00:00,Adelaide,GWS Giants,Adelaide Oval,94,78,0,2.02,1.833,Adelaide,-34.9156274,138.5963065,15.0
2024-06-29,19:30:00,Geelong,Essendon,MCG,105,60,0,2.3,1.65,Geelong,28.4594965,77.0266383,0.5
2024-06-29,16:35:00,Gold Coast,Collingwood,People First Stadium,101,90,0,1.952,1.9,Gold Coast,-28.0063039,153.3671008,0.0
2024-06-29,13:45:00,North Melbourne,Western Bulldogs,Marvel Stadium,60,77,0,8.0,1.1,Western Bulldogs,-37.8165647,144.9475055,0.0
2024-06-29,13:45:00,Sydney,Fremantle,Sydney Cricket Ground,98,99,0,1.2,4.8,Fremantle,-33.8915316,151.2248515,0.0
2024-06-28,19:40:00,Brisbane,Melbourne,Gabba,86,81,0,1.17,5.4,Brisbane,-27.4858376,153.0380853,0.0
2024-06-23,14:00:00,Fremantle,Gold Coast,Optus Stadium,85,65,0,1.4,3.1,Fremantle,-31.9511355,115.8890382,0.0
2024-06-23,13:00:00,Essendon,West Coast,Marvel Stadium,122,92,0,1.13,6.5,Essendon,-37.8165647,144.9475055,0.0
2024-06-22,19:30:00,Melbourne,North Melbourne,MCG,70,67,0,1.22,4.5,Melbourne,28.4594965,77.0266383,0.0
2024-06-22,16:35:00,GWS Giants,Sydney,ENGIE Stadium,75,102,0,3.1,1.4,Sydney,-33.84306979999999,151.0676963,31.2
2024-06-22,13:45:00,Port Adelaide,Brisbane,Adelaide Oval,73,152,0,2.1,1.77,Brisbane,-34.9156274,138.5963065,0.0
2024-06-21,19:40:00,Carlton,Geelong,MCG,138,75,0,1.63,2.35,Carlton,28.4594965,77.0266383,1.7
2024-06-16,16:00:00,GWS Giants,Port Adelaide,ENGIE Stadium,73,51,0,1.56,2.5,GWS Giants,-33.84306979999999,151.0676963,0.8
2024-06-16,13:00:00,North Melbourne,Collingwood,Marvel Stadium,118,119,0,8.0,1.1,Collingwood,-37.8165647,144.9475055,0.0
2024-06-15,19:00:00,Adelaide,Sydney,Adelaide Oval,67,109,0,3.35,1.35,Sydney,-34.9156274,138.5963065,2.8
2024-06-15,16:35:00,Richmond,Hawthorn,MCG,49,97,0,2.68,1.5,Hawthorn,28.4594965,77.0266383,0.0
2024-06-15,13:45:00,Western Bulldogs,Fremantle,Marvel Stadium,149,82,0,1.75,2.15,Western Bulldogs,-37.8165647,144.9475055,0.2
2024-06-14,19:40:00,Brisbane,St Kilda,Gabba,126,106,0,1.14,6.25,Brisbane,-27.4858376,153.0380853,0.0
2024-06-10,15:20:00,Collingwood,Melbourne,MCG,89,51,0,2.1,1.77,Collingwood,28.4594965,77.0266383,0.0
2024-06-09,19:20:00,Essendon,Carlton,MCG,70,96,0,2.55,1.54,Carlton,28.4594965,77.0266383,0.0
2024-06-09,15:20:00,Sydney,Geelong,Sydney Cricket Ground,112,82,0,1.3,3.7,Sydney,-33.8915316,151.2248515,0.0
2024-06-08,19:30:00,St Kilda,Gold Coast,Marvel Stadium,51,48,0,1.78,2.05,St Kilda,-37.8165647,144.9475055,0.2
2024-06-08,16:35:00,West Coast,North Melbourne,Optus Stadium,65,74,0,1.25,4.15,North Melbourne,-31.9511355,115.8890382,0.2
2024-06-08,13:45:00,Hawthorn,GWS Giants,UTAS Stadium,85,79,0,1.952,1.87,Hawthorn,-41.4259371,147.1391665,0.0
2024-06-07,19:40:00,Western Bulldogs,Brisbane,Marvel Stadium,71,114,0,1.75,2.15,Brisbane,-37.8165647,144.9475055,0.0
2024-06-06,19:30:00,Adelaide,Richmond,Adelaide Oval,71,79,0,1.24,4.25,Richmond,-34.9156274,138.5963065,0.0
2024-06-02,16:00:00,Gold Coast,Essendon,People First Stadium,91,80,0,1.7,2.22,Gold Coast,-28.0063039,153.3671008,5.6
2024-06-02,12:30:00,Melbourne,Fremantle,TIO Stadium,49,141,0,1.5,2.68,Fremantle,-12.3991939,130.8873116,0.0
2024-06-01,19:30:00,Geelong,Richmond,GMHBA Stadium,99,69,0,1.05,11.0,Geelong,-38.1579979,144.354673,0.0
2024-06-01,14:35:00,West Coast,St Kilda,Optus Stadium,68,82,0,2.68,1.5,St Kilda,-31.9511355,115.8890382,0.0
2024-06-01,13:45:00,Hawthorn,Adelaide,MCG,107,80,0,1.85,2.0,Hawthorn,28.4594965,77.0266383,0.0
2024-05-31,19:40:00,Collingwood,Western Bulldogs,Marvel Stadium,82,100,0,2.22,1.7,Western Bulldogs,-37.8165647,144.9475055,3.8
2024-05-30,19:00:00,Port Adelaide,Carlton,Adelaide Oval,71,107,0,1.6,2.4,Carlton,-34.9156274,138.5963065,6.2
2024-05-26,16:10:00,Adelaide,West Coast,Adelaide Oval,137,38,0,1.22,4.5,Adelaide,-34.9156274,138.5963065,0.0
2024-05-26,15:20:00,Melbourne,St Kilda,MCG,100,62,0,1.36,3.3,Melbourne,28.4594965,77.0266383,0.0
2024-05-26,13:10:00,Hawthorn,Brisbane,Marvel Stadium,100,75,0,2.75,1.48,Hawthorn,-37.8165647,144.9475055,0.2
2024-05-25,19:40:00,Richmond,Essendon,MCG,74,86,0,6.0,1.15,Essendon,28.4594965,77.0266383,0.0
2024-05-25,16:35:00,Geelong,GWS Giants,GMHBA Stadium,74,78,0,1.44,2.9,GWS Giants,-38.1579979,144.354673,0.0
2024-05-25,13:45:00,Carlton,Gold Coast,Marvel Stadium,102,73,0,1.44,2.9,Carlton,-37.8165647,144.9475055,0.0
2024-05-25,13:45:00,North Melbourne,Port Adelaide,Blundstone Arena,48,107,0,10.5,1.06,Port Adelaide,-42.8772963,147.3740128,0.0
2024-05-24,20:10:00,Fremantle,Collingwood,Optus Stadium,75,75,0,1.6,2.4,Draw,-31.9511355,115.8890382,0.0
2024-05-23,19:30:00,Western Bulldogs,Sydney,Marvel Stadium,88,102,0,2.4,1.6,Sydney,-37.8165647,144.9475055,0.0
2024-05-19,16:20:00,West Coast,Melbourne,Optus Stadium,105,70,0,6.25,1.14,West Coast,-31.9511355,115.8890382,0.0
2024-05-19,14:50:00,Port Adelaide,Hawthorn,Adelaide Oval,80,79,0,1.16,5.6,Port Adelaide,-34.9156274,138.5963065,0.0
2024-05-19,13:10:00,Essendon,North Melbourne,Marvel Stadium,106,66,0,1.06,10.5,Essendon,-37.8165647,144.9475055,0.0
2024-05-18,19:30:00,Brisbane,Richmond,Gabba,163,44,0,1.06,10.5,Brisbane,-27.4858376,153.0380853,0.8
2024-05-18,19:30:00,St Kilda,Fremantle,Marvel Stadium,55,72,0,1.85,2.0,Fremantle,-37.8165647,144.9475055,7.0
2024-05-18,16:35:00,GWS Giants,Western Bulldogs,ENGIE Stadium,43,70,0,1.44,2.9,Western Bulldogs,-33.84306979999999,151.0676963,0.7
2024-05-18,13:45:00,Collingwood,Adelaide,MCG,78,74,0,1.47,2.8,Collingwood,28.4594965,77.0266383,0.0
2024-05-17,19:40:00,Sydney,Carlton,Sydney Cricket Ground,117,65,0,1.4,3.1,Sydney,-33.8915316,151.2248515,0.0
2024-05-16,19:00:00,Gold Coast,Geelong,TIO Stadium,164,100,0,2.05,1.8,Gold Coast,-12.3991939,130.8873116,0.0
2024-05-12,15:30:00,Adelaide,Brisbane,Adelaide Oval,90,90,0,1.68,2.25,Draw,-34.9156274,138.5963065,0.0
2024-05-12,13:00:00,Collingwood,West Coast,Marvel Stadium,103,37,0,1.11,7.25,Collingwood,-37.8165647,144.9475055,0.0
2024-05-11,19:00:00,Gold Coast,North Melbourne,TIO Stadium,120,52,0,1.1,8.0,Gold Coast,-12.3991939,130.8873116,0.0
2024-05-11,19:30:00,Richmond,Western Bulldogs,MCG,42,133,0,3.1,1.4,Western Bulldogs,28.4594965,77.0266383,0.0
2024-05-11,16:35:00,Essendon,GWS Giants,Marvel Stadium,82,62,0,2.68,1.5,Essendon,-37.8165647,144.9475055,1.8
2024-05-11,13:45:00,Hawthorn,St Kilda,UTAS Stadium,58,53,0,2.62,1.52,Hawthorn,-41.4259371,147.1391665,0.8
2024-05-10,18:30:00,Fremantle,Sydney,Optus Stadium,39,87,0,2.35,1.63,Sydney,-31.9511355,115.8890382,0.0
2024-05-10,19:10:00,Geelong,Port Adelaide,GMHBA Stadium,95,101,0,1.27,4.0,Port Adelaide,-38.1579979,144.354673,7.0
2024-05-09,19:30:00,Carlton,Melbourne,MCG,77,76,0,2.1,1.77,Carlton,28.4594965,77.0266383,0.0
2024-05-05,19:10:00,Brisbane,Gold Coast,Gabba,79,45,0,1.5,2.68,Brisbane,-27.4858376,153.0380853,0.6
2024-05-05,16:00:00,Western Bulldogs,Hawthorn,Marvel Stadium,91,98,0,1.24,4.25,Hawthorn,-37.8165647,144.9475055,0.0
2024-05-05,13:00:00,Richmond,Fremantle,MCG,49,103,0,2.85,1.45,Fremantle,28.4594965,77.0266383,0.0
2024-05-04,18:10:00,West Coast,Essendon,Optus Stadium,71,77,0,3.0,1.42,Essendon,-31.9511355,115.8890382,0.0
2024-05-04,19:30:00,Melbourne,Geelong,MCG,74,66,0,2.1,1.77,Melbourne,28.4594965,77.0266383,0.0
2024-05-04,16:35:00,St Kilda,North Melbourne,Marvel Stadium,103,65,0,1.13,6.5,St Kilda,-37.8165647,144.9475055,0.2
2024-05-04,13:45:00,Sydney,GWS Giants,Sydney Cricket Ground,98,69,0,1.85,2.0,Sydney,-33.8915316,151.2248515,11.2
2024-05-03,19:40:00,Carlton,Collingwood,MCG,79,85,0,1.54,2.55,Collingwood,28.4594965,77.0266383,0.0
2024-05-02,19:30:00,Adelaide,Port Adelaide,Adelaide Oval,78,48,0,2.25,1.68,Adelaide,-34.9156274,138.5963065,0.0
2024-04-28,16:00:00,Hawthorn,Sydney,MCG,42,118,0,3.85,1.28,Sydney,28.4594965,77.0266383,0.0
2024-04-28,13:00:00,Gold Coast,West Coast,People First Stadium,112,75,0,1.14,6.25,Gold Coast,-28.0063039,153.3671008,0.0
2024-04-27,17:40:00,Fremantle,Western Bulldogs,Optus Stadium,95,71,0,2.05,1.8,Fremantle,-31.9511355,115.8890382,0.0
2024-04-27,16:35:00,Geelong,Carlton,MCG,118,105,0,1.72,2.18,Geelong,28.4594965,77.0266383,0.0
2024-04-27,13:45:00,North Melbourne,Adelaide,Blundstone Arena,81,138,0,5.2,1.18,Adelaide,-42.8772963,147.3740128,0.0
2024-04-26,19:10:00,Port Adelaide,St Kilda,Adelaide Oval,82,72,0,1.22,4.5,Port Adelaide,-34.9156274,138.5963065,0.0
2024-04-25,19:35:00,GWS Giants,Brisbane,Manuka Oval,113,59,0,1.97,1.87,GWS Giants,-35.318133,149.134662,0.0
2024-04-25,15:20:00,Essendon,Collingwood,MCG,85,85,0,3.2,1.38,Draw,28.4594965,77.0266383,0.0
2024-04-24,19:25:00,Richmond,Melbourne,MCG,42,85,0,5.6,1.16,Melbourne,28.4594965,77.0266383,0.0
2024-04-21,16:05:00,North Melbourne,Hawthorn,Marvel Stadium,68,113,0,3.35,1.35,Hawthorn,-37.8165647,144.9475055,0.0
2024-04-21,13:05:00,Sydney,Gold Coast,Sydney Cricket Ground,110,57,0,1.38,3.2,Sydney,-33.8915316,151.2248515,7.0
2024-04-20,18:10:00,West Coast,Fremantle,Optus Stadium,105,68,0,6.0,1.15,West Coast,-31.9511355,115.8890382,0.0
2024-04-20,19:30:00,Brisbane,Geelong,Gabba,37,63,0,1.6,2.4,Geelong,-27.4858376,153.0380853,0.0
2024-04-20,16:35:00,Carlton,GWS Giants,Marvel Stadium,117,98,0,1.833,2.02,Carlton,-37.8165647,144.9475055,0.0
2024-04-20,13:45:00,Collingwood,Port Adelaide,MCG,123,81,0,1.75,2.15,Collingwood,28.4594965,77.0266383,0.0
2024-04-19,19:10:00,Adelaide,Essendon,Adelaide Oval,75,78,0,1.42,3.0,Essendon,-34.9156274,138.5963065,3.6
2024-04-18,19:30:00,St Kilda,Western Bulldogs,Marvel Stadium,64,124,0,2.0,1.85,Western Bulldogs,-37.8165647,144.9475055,2.6
2024-04-14,14:00:00,West Coast,Richmond,Optus Stadium,109,70,0,2.9,1.44,West Coast,-31.9511355,115.8890382,0.0
2024-04-14,13:00:00,Geelong,North Melbourne,GMHBA Stadium,139,64,0,1.04,13.0,Geelong,-38.1579979,144.354673,0.0
2024-04-13,19:30:00,Gold Coast,Hawthorn,People First Stadium,109,56,0,1.333,3.5,Gold Coast,-28.0063039,153.3671008,0.0
2024-04-13,19:00:00,Port Adelaide,Fremantle,Adelaide Oval,66,63,0,1.28,3.85,Port Adelaide,-34.9156274,138.5963065,0.0
2024-04-13,16:35:00,Carlton,Adelaide,Marvel Stadium,98,100,0,1.3,3.7,Adelaide,-37.8165647,144.9475055,0.0
2024-04-13,13:45:00,GWS Giants,St Kilda,Manuka Oval,80,79,0,1.28,3.85,GWS Giants,-35.318133,149.134662,0.0
2024-04-12,19:40:00,Western Bulldogs,Essendon,Marvel Stadium,67,96,0,1.35,3.35,Essendon,-37.8165647,144.9475055,0.2
2024-04-11,19:30:00,Melbourne,Brisbane,MCG,60,82,0,1.5,2.68,Brisbane,28.4594965,77.0266383,0.0
2024-04-07,16:40:00,Collingwood,Hawthorn,Adelaide Oval,77,72,0,1.22,4.5,Collingwood,-34.9156274,138.5963065,0.0
2024-04-07,14:50:00,Richmond,St Kilda,Norwood Oval,60,67,0,2.9,1.44,St Kilda,-34.9198089,138.6304484,0.0
2024-04-07,12:00:00,Gold Coast,GWS Giants,Adelaide Hills,89,117,0,3.7,1.3,GWS Giants,-34.9062557,138.8397403,0.0
2024-04-06,19:40:00,Western Bulldogs,Geelong,Adelaide Oval,91,95,0,1.93,1.93,Geelong,-34.9156274,138.5963065,0.0
2024-04-06,15:50:00,Fremantle,Carlton,Adelaide Oval,63,73,0,2.35,1.63,Carlton,-34.9156274,138.5963065,0.0
2024-04-06,13:00:00,West Coast,Sydney,Adelaide Hills,78,104,0,19.0,1.02,Sydney,-34.9062557,138.8397403,0.1
2024-04-05,19:40:00,Port Adelaide,Essendon,Adelaide Oval,111,42,0,1.24,4.25,Port Adelaide,-34.9156274,138.5963065,0.2
2024-04-05,16:40:00,Brisbane,North Melbourne,Norwood Oval,112,42,0,1.12,6.75,Brisbane,-34.9198089,138.6304484,0.2
2024-04-04,19:10:00,Adelaide,Melbourne,Adelaide Oval,63,78,0,2.55,1.54,Melbourne,-34.9156274,138.5963065,1.0
2024-04-01,15:20:00,Hawthorn,Geelong,MCG,70,106,0,3.1,1.4,Geelong,28.4594965,77.0266383,0.0
2024-03-31,16:00:00,Richmond,Sydney,MCG,82,77,0,4.15,1.25,Richmond,28.4594965,77.0266383,0.0
2024-03-31,13:00:00,Western Bulldogs,West Coast,Marvel Stadium,106,30,0,1.04,13.0,Western Bulldogs,-37.8165647,144.9475055,0.0
2024-03-30,19:00:00,Port Adelaide,Melbourne,Adelaide Oval,89,96,0,1.54,2.55,Melbourne,-34.9156274,138.5963065,0.0
2024-03-30,16:20:00,Essendon,St Kilda,Marvel Stadium,71,67,0,2.15,1.75,Essendon,-37.8165647,144.9475055,0.0
2024-03-29,16:30:00,Fremantle,Adelaide,Optus Stadium,69,34,0,1.7,2.22,Fremantle,-31.9511355,115.8890382,0.0
2024-03-29,16:20:00,North Melbourne,Carlton,Marvel Stadium,81,137,0,5.2,1.18,Carlton,-37.8165647,144.9475055,0.0
2024-03-28,18:30:00,Brisbane,Collingwood,Gabba,72,92,0,1.45,2.85,Collingwood,-27.4858376,153.0380853,7.2
2024-03-24,15:50:00,West Coast,GWS Giants,Optus Stadium,43,108,0,9.0,1.08,GWS Giants,-31.9511355,115.8890382,0.0
2024-03-24,16:00:00,Richmond,Port Adelaide,MCG,92,122,0,3.2,1.38,Port Adelaide,28.4594965,77.0266383,0.0
2024-03-24,13:00:00,Western Bulldogs,Gold Coast,Mars Stadium,115,67,0,1.6,2.4,Western Bulldogs,-37.5386209,143.8479833,0.0
2024-03-23,19:30:00,Sydney,Essendon,Sydney Cricket Ground,131,101,0,1.18,5.0,Sydney,-33.8915316,151.2248515,0.0
2024-03-23,16:35:00,Hawthorn,Melbourne,MCG,38,93,0,3.6,1.3,Melbourne,28.4594965,77.0266383,0.0
2024-03-23,13:45:00,North Melbourne,Fremantle,Marvel Stadium,76,102,0,2.9,1.42,Fremantle,-37.8165647,144.9475055,0.0
2024-03-22,19:10:00,Adelaide,Geelong,Adelaide Oval,77,96,0,1.42,3.0,Geelong,-34.9156274,138.5963065,0.0
2024-03-21,19:30:00,St Kilda,Collingwood,MCG,94,79,0,2.55,1.54,St Kilda,28.4594965,77.0266383,0.0
2024-03-17,15:50:00,Fremantle,Brisbane,Optus Stadium,93,70,0,2.3,1.65,Fremantle,-31.9511355,115.8890382,0.0
2024-03-17,15:30:00,Port Adelaide,West Coast,Adelaide Oval,120,70,0,1.05,11.0,Port Adelaide,-34.9156274,138.5963065,5.8
2024-03-17,13:00:00,Melbourne,Western Bulldogs,MCG,109,64,0,1.58,2.45,Melbourne,28.4594965,77.0266383,0.0
2024-03-16,19:40:00,Gold Coast,Adelaide,People First Stadium,60,54,0,1.7,2.22,Gold Coast,-28.0063039,153.3671008,2.2
